id,shortName,firstName,middleName,lastName,height,weight,birthDate,passportArea.id,passportArea.name,name,code2,code3,foot,currentTeamId,currentNationalTeamId,gender,status,imageDataURL,age,bmi
656446,M. Kerkez,Milos,,Kerkez,176,71,2003-11-07,348,Hungary,Defender,DF,DEF,left,10,10451,male,active,https://cdn5.wyscout.com/photos/players/public/g-170807_100x130.png,19,22.92
655297,A. Milambo,Antoni,,Djibu Milambo,179,68,2005-04-03,528,Netherlands,Midfielder,MD,MID,right,68991,31736,male,active,https://cdn5.wyscout.com/photos/players/public/g-169658_100x130.png,18,21.22
653424,M. Benita,Mimeirhel ,,Benita ,178,66,2003-11-17,531,Curaçao,Defender,DF,DEF,right,12,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-167785_100x130.png,19,20.83
643178,I. Kort,Ishan Arturo,,Kort,192,84,2000-06-01,528,Netherlands,Goalkeeper,GK,GKP,right,29,17457,male,active,https://cdn5.wyscout.com/photos/players/public/g-157592_100x130.png,23,22.79
652366,P. Brouwer,Patrick,,Brouwer,172,70,2001-03-19,528,Netherlands,Midfielder,MD,MID,right,29,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-166728_100x130.png,22,23.66
652119,R. Kluivert,Ruben,,Kluivert,178,73,2001-05-21,740,Suriname,Defender,DF,DEF,right,17,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-166481_100x130.png,22,23.04
641450,T. Zaal,Timo,,Zaal,184,75,2004-02-09,528,Netherlands,Midfielder,MD,MID,right,13,668,male,active,https://cdn5.wyscout.com/photos/players/public/g-155889_100x130.png,19,22.15
651844,L. Everink,Luca,,Everink,179,71,2001-02-09,528,Netherlands,Defender,DF,DEF,right,16,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-166206_100x130.png,22,22.16
639362,N. van Haveren,Nigel,,van Haveren,194,79,2003-08-14,288,Ghana,Goalkeeper,GK,GKP,NA,24,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-153803_100x130.png,19,20.99
636233,P. Abraham,Paulos,,Abraham,176,69,2002-07-16,232,Eritrea,Forward,FW,FWD,right,21,7054,male,active,https://cdn5.wyscout.com/photos/players/public/g-150701_100x130.png,21,22.28
639200,A. Kaplan,Ahmetcan,,Kaplan,190,85,2003-01-16,792,Turkey,Defender,DF,DEF,left,9,4693,male,active,https://cdn5.wyscout.com/photos/players/public/g-153642_100x130.png,20,23.55
636157,R. Roefs,Robin,,Roefs,192,72,2003-01-17,528,Netherlands,Goalkeeper,GK,GKP,left,22,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-150625_100x130.png,20,19.53
631991,S. Augustijns,Sebbe,,Augustijns,179,70,1999-09-03,56,Belgium,Midfielder,MD,MID,right,20,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-146487_100x130.png,23,21.85
632105,R. Zerrouki,Ramiz,,Zerrouki,183,74,1998-05-26,12,Algeria,Midfielder,MD,MID,right,16,16009,male,active,https://cdn5.wyscout.com/photos/players/public/g-146601_100x130.png,25,22.1
651889,M. Hilgers,Mees,,Hilgers,183,79,2001-05-13,528,Netherlands,Defender,DF,DEF,right,16,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-166251_100x130.png,22,23.59
636041,M. van Brederode,Myron,,van Brederode,174,60,2003-07-06,528,Netherlands,Forward,FW,FWD,right,10,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-150509_100x130.png,20,19.82
631024,I. Saibari,Ismael,,Saibari Ben El Basra,185,81,2001-01-28,724,Spain,Forward,FW,FWD,right,11,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-145522_100x130.png,22,23.67
628457,Julen Lobete,Julen,,Lobete Cienfuegos,177,71,2000-09-18,724,Spain,Forward,FW,FWD,right,20,1604,male,active,https://cdn5.wyscout.com/photos/players/public/g-142956_100x130.png,22,22.66
627533,I. El Kadiri,Ibrahim,,El Kadiri,170,58,2002-01-22,504,Morocco,Forward,FW,FWD,right,25,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-142033_100x130.png,21,20.07
626551,Xavi Simons,Xavi Quentin Shay,,Simons,179,58,2003-04-21,740,Suriname,Midfielder,MD,MID,right,11,664,male,active,https://cdn5.wyscout.com/photos/players/public/g-141052_100x130.png,20,18.1
624509,M. Dekker,Maxim,,Dekker,190,80,2004-04-21,528,Netherlands,Defender,DF,DEF,left,10,668,male,active,https://cdn5.wyscout.com/photos/players/public/g-139012_100x130.png,19,22.16
621301,Q. Hartman,Quilindschy,,Hartman,183,72,2001-11-14,531,Curaçao,Defender,DF,DEF,left,12,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-135805_100x130.png,21,21.5
621286,T. Jansen,Thijs,,Jansen,192,75,2001-11-29,528,Netherlands,Goalkeeper,GK,GKP,right,36,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-135790_100x130.png,21,20.35
624401,D. James,Dean,,James,176,68,2000-04-30,528,Netherlands,Defender,DF,DEF,left,25,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-138904_100x130.png,23,21.95
609820,R. Shein,Rocco Robert,,Shein,185,67,2003-07-14,233,Estonia,Midfielder,MD,MID,right,17,13083,male,active,https://cdn5.wyscout.com/photos/players/public/g-124327_100x130.png,20,19.58
608533,B. Minnema,Brett,,Minnema,192,74,2002-01-06,528,Netherlands,Goalkeeper,GK,GKP,NA,40,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-123045_100x130.png,21,20.07
622754,R. Postema,Romano,,Postema,175,67,2002-02-07,528,Netherlands,Forward,FW,FWD,right,14,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-137258_100x130.png,21,21.88
624006,M. van Beijnen,Mike,,van Beijnen,187,81,1999-03-13,528,Netherlands,Defender,DF,DEF,right,44,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-138510_100x130.png,24,23.16
621303,N. Naujoks,Noah,,Naujoks,183,75,2002-05-02,528,Netherlands,Midfielder,MD,MID,right,12,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-135807_100x130.png,21,22.4
620453,B. Białek,Bartosz,,Białek,191,84,2001-11-11,616,Poland,Forward,FW,FWD,right,24,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-134958_100x130.png,21,23.03
617865,N. Tjoe-A-On,Nathan ,,Tjoe-A-On,191,78,2001-12-22,740,Suriname,Defender,DF,DEF,left,26,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-132370_100x130.png,21,21.38
604320,J. Branthwaite,Jarrad,,Branthwaite,195,74,2002-06-27,826,England,Defender,DF,DEF,left,11,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-118836_100x130.png,21,19.46
604297,A. Musaba,Anthony,,Musaba,182,72,2000-12-06,180,Congo DR,Forward,FW,FWD,right,22,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-118813_100x130.png,22,21.74
603730,J. de Boer,Jan,,de Boer,199,86,2000-05-20,528,Netherlands,Goalkeeper,GK,GKP,right,21,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-118246_100x130.png,23,21.72
603171,R. Vita,Rémy,,Vita,171,65,2001-04-01,450,Madagascar,Defender,DF,DEF,left,44,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-117688_100x130.png,22,22.23
619377,S. El Karouani,Souffian,,El Karouani,178,74,2000-10-19,504,Morocco,Defender,DF,DEF,left,22,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-133882_100x130.png,22,23.36
606443,B. Plat,Brian,,Plat,191,80,2000-04-05,528,Netherlands,Defender,DF,DEF,right,25,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-120957_100x130.png,23,21.93
601412,G. Vidović,Gabriel,,Vidović,180,73,2003-12-01,191,Croatia,Forward,FW,FWD,right,24,9604,male,active,https://cdn5.wyscout.com/photos/players/public/g-115932_100x130.png,19,22.53
603153,R. Al Hajj,Rami,,Al Hajj,174,67,2001-09-17,752,Sweden,Midfielder,MD,MID,right,13,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-117670_100x130.png,21,22.13
615204,J. Donkor,Jacky,,Donkor,176,70,1998-11-12,288,Ghana,Forward,FW,FWD,right,26,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-129709_100x130.png,24,22.6
604866,D. Rensch,Devyne,,Rensch,179,68,2003-01-18,740,Suriname,Defender,DF,DEF,right,9,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-119381_100x130.png,20,21.22
596419,T. Hendriks,Tom,,Hendriks,186,76,2002-05-14,528,Netherlands,Goalkeeper,GK,GKP,NA,44,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-110946_100x130.png,21,21.97
600836,Y. Oukili,Yassin,,Oukili,185,75,2001-01-03,504,Morocco,Midfielder,MD,MID,right,20,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-115357_100x130.png,22,21.91
595593,D. van der Kust,Djevencio,,van der Kust,178,71,2001-04-30,740,Suriname,Defender,DF,DEF,left,17,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-110122_100x130.png,22,22.41
595334,J. Flint,Josh,,Flint,178,73,2000-10-13,826,England,Defender,DF,DEF,left,25,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-109864_100x130.png,22,23.04
594616,М. Sankoh,Mohamed,,Sankoh,180,77,2003-10-16,528,Netherlands,Forward,FW,FWD,right,24,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-109146_100x130.png,19,23.77
598826,Y. Barasi,Yusuf,,Barasi,183,72,2003-03-31,792,Turkey,Forward,FW,FWD,right,10,4693,male,active,https://cdn5.wyscout.com/photos/players/public/g-113352_100x130.png,20,21.5
594262,O. Edvardsen,Oliver,,Valaker Edvardsen,175,65,1999-03-19,578,Norway,Forward,FW,FWD,right,34,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-108795_100x130.png,24,21.22
593940,A. Drakpe,Augustin,,Drakpe,185,78,2001-12-08,768,Togo,Defender,DF,DEF,right,593,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-108474_100x130.png,21,22.79
595191,J. Bakayoko,Johan,,Bakayoko,179,70,2003-04-20,384,Côte d'Ivoire,Forward,FW,FWD,left,11,5635,male,active,https://cdn5.wyscout.com/photos/players/public/g-109721_100x130.png,20,21.85
591335,J. Kesting,Joey,,Kesting,186,75,2001-03-07,528,Netherlands,Goalkeeper,GK,GKP,NA,20,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-105872_100x130.png,22,21.68
606964,I. Määttä,Isak,,Dybvik Määttä,188,80,2001-09-19,578,Norway,Defender,DF,DEF,left,21,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-121478_100x130.png,21,22.63
591067,F. De Jong,Fedde,,De Jong,185,73,2003-06-13,528,Netherlands,Midfielder,MD,MID,right,364,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-105605_100x130.png,20,21.33
592021,F. Stanković,Filip,,Stanković,187,79,2002-02-25,688,Serbia,Goalkeeper,GK,GKP,right,25,17324,male,active,https://cdn5.wyscout.com/photos/players/public/g-106558_100x130.png,21,22.59
593939,M. Tahiri,Mohammed,,Tahiri,177,67,2001-01-22,504,Morocco,Forward,FW,FWD,right,29,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-108473_100x130.png,22,21.39
591046,Y. Baas,Youri,,Baas,182,73,2003-03-17,528,Netherlands,Defender,DF,DEF,left,9,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-105584_100x130.png,20,22.04
591062,J. Dirksen,Julius,,Dirksen,185,77,2003-02-02,528,Netherlands,Defender,DF,DEF,left,33,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-105600_100x130.png,20,22.5
591050,Y. Regeer,Youri,,Regeer,177,68,2003-08-18,528,Netherlands,Midfielder,MD,MID,right,152,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-105588_100x130.png,19,21.71
591063,K. Fitz-Jim,Kian,,Fitz-Jim,173,67,2003-07-05,740,Suriname,Midfielder,MD,MID,right,9,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-105601_100x130.png,20,22.39
594931,Francisco Conceicão,Francisco,,Fernandes da Conceição,168,61,2002-12-14,620,Portugal,Forward,FW,FWD,left,9,9910,male,active,https://cdn5.wyscout.com/photos/players/public/g-109461_100x130.png,20,21.61
590629,C. Tzolis,Christos,,Tzolis,179,73,2002-01-30,300,Greece,Forward,FW,FWD,right,16,12678,male,active,https://cdn5.wyscout.com/photos/players/public/g-105168_100x130.png,21,22.78
590623,V. Sourlis,Vasilios,,Sourlis,182,74,2002-11-16,300,Greece,Midfielder,MD,MID,right,44,12684,male,active,https://cdn5.wyscout.com/photos/players/public/g-105162_100x130.png,20,22.34
590625,A. Aventisian,Aventis,,Aventisian,172,67,2002-08-17,51,Armenia,Defender,DF,DEF,left,34,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-105164_100x130.png,20,22.65
589837,E. Bullaude,Ezequiel Eduardo,,Bullaude,184,80,2000-10-26,32,Argentina,Midfielder,MD,MID,right,12,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-104376_100x130.png,22,23.63
589075,M. Wieffer,Mats,,Wieffer,188,76,1999-11-16,528,Netherlands,Midfielder,MD,MID,right,12,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-103615_100x130.png,23,21.5
595064,T. Tasçi,Muhammet Tunahan,,Tasçi,172,62,2002-04-29,792,Turkey,Forward,FW,FWD,left,44,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-109594_100x130.png,21,20.96
588956,B. Lauwers,Barry,,Lauwers,187,79,1999-11-29,528,Netherlands,Goalkeeper,GK,GKP,right,25,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-103498_100x130.png,23,22.59
592620,X. Mbuyamba,Xavier,,Mbuyamba,195,85,2001-12-31,180,Congo DR,Defender,DF,DEF,right,25,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-107155_100x130.png,21,22.35
586402,M. Manhoef,Million,,Manhoef,179,71,2002-01-03,740,Suriname,Defender,DF,DEF,left,24,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-100948_100x130.png,21,22.16
584121,G. Oristanio,Gaetano,,Oristanio,178,68,2002-09-28,380,Italy,Forward,FW,FWD,left,25,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-98668_100x130.png,20,21.46
584766,X. Blomme,Xander,,Blomme,174,68,2002-06-21,56,Belgium,Midfielder,MD,MID,right,34,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-99312_100x130.png,21,22.46
583734,M. Bouchouari,Mohamed,,Bouchouari,169,61,2000-11-15,504,Morocco,Defender,DF,DEF,right,33,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-98281_100x130.png,22,21.36
583947,D. Cleonise,Denilho,,Cleonise,179,69,2001-12-08,740,Suriname,Forward,FW,FWD,left,16,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-98494_100x130.png,21,21.53
583675,K. Kozłowski,Kacper Szymon,,Kozłowski,182,67,2003-10-16,616,Poland,Midfielder,MD,MID,right,24,13876,male,active,https://cdn5.wyscout.com/photos/players/public/g-98222_100x130.png,19,20.23
580876,M. Eerdhuijzen,Mike,,Eerdhuijzen,194,85,2000-07-13,528,Netherlands,Defender,DF,DEF,left,29,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-95425_100x130.png,23,22.58
580418,S. Mijnans,Sven,,Mijnans,179,70,2000-03-09,528,Netherlands,Midfielder,MD,MID,left,29,670,male,active,https://cdn5.wyscout.com/photos/players/public/g-94968_100x130.png,23,21.85
580163,Igor Paixão,Igor Guilherme,,Barbosa da Paixao,167,63,2000-06-28,76,Brazil,Forward,FW,FWD,right,12,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-94713_100x130.png,23,22.59
582332,A. Sarr,Amin,,Sarr,188,83,2001-03-11,686,Senegal,Forward,FW,FWD,right,13,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-96879_100x130.png,22,23.48
581667,C. Brym,Charles-Andreas,,Brym,185,73,1998-08-08,124,Canada,Forward,FW,FWD,left,42,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-96214_100x130.png,25,21.33
582338,H. Ali,Hussein,,Ali,180,74,2002-03-01,368,Iraq,Defender,DF,DEF,right,13,7054,male,active,https://cdn5.wyscout.com/photos/players/public/g-96885_100x130.png,21,22.84
580074,R. Balker,Radinio,,Balker,193,82,1998-09-03,528,Netherlands,Defender,DF,DEF,right,21,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-94624_100x130.png,24,22.01
579511,D. Murkin,Derry John,,Murkin,176,73,1999-07-27,528,Netherlands,Defender,DF,DEF,left,25,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-94063_100x130.png,24,23.57
579510,B. van Rooij,Bart,,van Rooij,174,72,2001-05-26,528,Netherlands,Defender,DF,DEF,right,22,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-94062_100x130.png,22,23.78
582946,F. Sanchez,Florent,,Sanchez da Silva,178,66,2003-04-02,724,Spain,Midfielder,MD,MID,right,25,4426,male,active,https://cdn5.wyscout.com/photos/players/public/g-97493_100x130.png,20,20.83
578367,S. Steijn,Sem ,,Steijn,173,61,2001-11-17,528,Netherlands,Midfielder,MD,MID,right,16,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-92919_100x130.png,21,20.38
569953,T. Suslov,Tomáš,,Suslov,175,65,2002-06-07,703,Slovakia,Midfielder,MD,MID,left,21,14501,male,active,https://cdn5.wyscout.com/photos/players/public/g-84521_100x130.png,21,21.22
576529,S. van Hooijdonk,Sydney,,van Hooijdonk,186,80,2000-02-06,528,Netherlands,Forward,FW,FWD,right,13,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-91086_100x130.png,23,23.12
567463,M. Pedersen,Marcus,,Holmgren Pedersen ,183,76,2000-07-16,578,Norway,Defender,DF,DEF,right,12,7336,male,active,https://cdn5.wyscout.com/photos/players/public/g-82034_100x130.png,23,22.69
569092,M. van Ewijk,Milan,,van Ewijk,175,68,2000-09-08,740,Suriname,Defender,DF,DEF,right,13,670,male,active,https://cdn5.wyscout.com/photos/players/public/g-83661_100x130.png,22,22.2
582330,Y. Kalley,Yahya,,Kalley,185,75,2001-03-20,270,Gambia,Defender,DF,DEF,left,21,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-96877_100x130.png,22,21.91
578914,F. Oppegård,Fredrik,,Oppegård,175,71,2002-08-07,578,Norway,Defender,DF,DEF,left,11,7342,male,active,https://cdn5.wyscout.com/photos/players/public/g-93466_100x130.png,21,23.18
566945,J. Idzes,Jay,,Idzes,190,83,2000-06-02,528,Netherlands,Defender,DF,DEF,right,34,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-81518_100x130.png,23,22.99
566882,S. Sylla,Sekou,,Sylla,180,74,1999-01-09,324,Guinea,Defender,DF,DEF,left,40,19649,male,active,https://cdn5.wyscout.com/photos/players/public/g-81455_100x130.png,24,22.84
561035,C. Rasmussen,Christian Theodor,,Kjelder Rasmussen,184,77,2003-01-19,208,Denmark,Forward,FW,FWD,left,152,NA,male,active,https://cdn5.wyscout.com/photos/players/public/g-75616_100x130.png,20,22.74
